trait	uri	shortForm	trait_label_guess	trait_id_guess
"alpha-2-macroglobulin receptor-associated protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0008021"	"EFO_0008021"	"alpha-2-macroglobulin receptor-associated protein measurement"	"EFO_0008021"
"angiogenin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008022"	"EFO_0008022"	"angiogenin measurement"	"EFO_0008022"
"angiopoietin-1 receptor, soluble measurement"	"http://www.ebi.ac.uk/efo/EFO_0008023"	"EFO_0008023"	"angiopoietin-1 receptor, soluble measurement"	"EFO_0008023"
"angiostatin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008024"	"EFO_0008024"	"angiostatin measurement"	"EFO_0008024"
"angiotensinogen measurement"	"http://www.ebi.ac.uk/efo/EFO_0008025"	"EFO_0008025"	"angiotensinogen measurement"	"EFO_0008025"
"annexin A1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008026"	"EFO_0008026"	"annexin A1 measurement"	"EFO_0008026"
"annexin A2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008027"	"EFO_0008027"	"annexin A2 measurement"	"EFO_0008027"
"apolipoprotein E isoform E2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008028"	"EFO_0008028"	"apolipoprotein E isoform E2 measurement"	"EFO_0008028"
"apolipoprotein E measurement"	"http://www.ebi.ac.uk/efo/EFO_0008029"	"EFO_0008029"	"apolipoprotein E measurement"	"EFO_0008029"
"arylsulfatase B amount"	"http://purl.obolibrary.org/obo/OBA_2050219"	"OBA_2050219"	"arylsulfatase B amount"	"OBA_2050219"
"aspartate aminotransferase, cytoplasmic measurement"	"http://www.ebi.ac.uk/efo/EFO_0008031"	"EFO_0008031"	"aspartate aminotransferase, cytoplasmic measurement"	"EFO_0008031"
"basal cell adhesion molecule amount"	"http://purl.obolibrary.org/obo/OBA_2050275"	"OBA_2050275"	"basal cell adhesion molecule amount"	"OBA_2050275"
"benign prostatic hyperplasia"	"http://www.ebi.ac.uk/efo/EFO_0000284"	"EFO_0000284"	"benign prostatic hyperplasia"	"EFO_0000284"
"beta-Ala-His dipeptidase measurement"	"http://www.ebi.ac.uk/efo/EFO_0008033"	"EFO_0008033"	"beta-Ala-His dipeptidase measurement"	"EFO_0008033"
"beta-endorphin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008034"	"EFO_0008034"	"beta-endorphin measurement"	"EFO_0008034"
"beta-nerve growth factor amount"	"http://purl.obolibrary.org/obo/OBA_2050169"	"OBA_2050169"	"beta-nerve growth factor amount"	"OBA_2050169"
"BMI-adjusted fasting blood glucose measurement"	"http://www.ebi.ac.uk/efo/EFO_0008036"	"EFO_0008036"	"BMI-adjusted fasting blood glucose measurement"	"EFO_0008036"
"BMI-adjusted fasting blood insulin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008037"	"EFO_0008037"	"BMI-adjusted fasting blood insulin measurement"	"EFO_0008037"
"BMI-adjusted hip bone size"	"http://www.ebi.ac.uk/efo/EFO_0008038"	"EFO_0008038"	"BMI-adjusted hip bone size"	"EFO_0008038"
"BMI-adjusted hip circumference"	"http://www.ebi.ac.uk/efo/EFO_0008039"	"EFO_0008039"	"BMI-adjusted hip circumference"	"EFO_0008039"
"borderline personality disorder"	"http://purl.obolibrary.org/obo/HP_0012076"	"HP_0012076"	"borderline personality disorder"	"HP_0012076"
"breast cancer anti-estrogen resistance protein 3 amount"	"http://purl.obolibrary.org/obo/OBA_2050192"	"OBA_2050192"	"breast cancer anti-estrogen resistance protein 3 amount"	"OBA_2050192"
"C-C motif chemokine 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008041"	"EFO_0008041"	"C-C motif chemokine 1 measurement"	"EFO_0008041"
"C-C motif chemokine 14 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008042"	"EFO_0008042"	"C-C motif chemokine 14 measurement"	"EFO_0008042"
"C-C motif chemokine 15 level"	"http://purl.obolibrary.org/obo/OBA_2045344"	"OBA_2045344"	"C-C motif chemokine 15 level"	"OBA_2045344"
"C-C motif chemokine 16 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008044"	"EFO_0008044"	"C-C motif chemokine 16 measurement"	"EFO_0008044"
"C-C motif chemokine 18 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008046"	"EFO_0008046"	"C-C motif chemokine 18 measurement"	"EFO_0008046"
"C-C motif chemokine 19 level"	"http://purl.obolibrary.org/obo/OBA_2045345"	"OBA_2045345"	"C-C motif chemokine 19 level"	"OBA_2045345"
"C-C motif chemokine 21 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008048"	"EFO_0008048"	"C-C motif chemokine 21 measurement"	"EFO_0008048"
"C-C motif chemokine 23 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008049"	"EFO_0008049"	"C-C motif chemokine 23 measurement"	"EFO_0008049"
"C-C motif chemokine 25 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008050"	"EFO_0008050"	"C-C motif chemokine 25 measurement"	"EFO_0008050"
"C-C motif chemokine 3 level"	"http://purl.obolibrary.org/obo/OBA_2045333"	"OBA_2045333"	"C-C motif chemokine 3 level"	"OBA_2045333"
"C-C motif chemokine 3-like 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008052"	"EFO_0008052"	"C-C motif chemokine 3-like 1 measurement"	"EFO_0008052"
"C-C motif chemokine 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008053"	"EFO_0008053"	"C-C motif chemokine 5 measurement"	"EFO_0008053"
"C-C motif chemokine 8 level"	"http://purl.obolibrary.org/obo/OBA_2045347"	"OBA_2045347"	"C-C motif chemokine 8 level"	"OBA_2045347"
"C-X-C motif chemokine 10 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008056"	"EFO_0008056"	"C-X-C motif chemokine 10 measurement"	"EFO_0008056"
"C-X-C motif chemokine 11 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008057"	"EFO_0008057"	"C-X-C motif chemokine 11 measurement"	"EFO_0008057"
"C-X-C motif chemokine 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008058"	"EFO_0008058"	"C-X-C motif chemokine 5 measurement"	"EFO_0008058"
"C-X-C motif chemokine 6 level"	"http://purl.obolibrary.org/obo/OBA_2045346"	"OBA_2045346"	"C-X-C motif chemokine 6 level"	"OBA_2045346"
"cadherin-5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008060"	"EFO_0008060"	"cadherin-5 measurement"	"EFO_0008060"
"calcineurin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008061"	"EFO_0008061"	"calcineurin measurement"	"EFO_0008061"
"calcium/calmodulin-dependent protein kinase type 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008062"	"EFO_0008062"	"calcium/calmodulin-dependent protein kinase type 1 measurement"	"EFO_0008062"
"calcium/calmodulin-dependent protein kinase type 1D measurement"	"http://www.ebi.ac.uk/efo/EFO_0008063"	"EFO_0008063"	"calcium/calmodulin-dependent protein kinase type 1D measurement"	"EFO_0008063"
"calpain I measurement"	"http://www.ebi.ac.uk/efo/EFO_0008064"	"EFO_0008064"	"calpain I measurement"	"EFO_0008064"
"calpastatin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008065"	"EFO_0008065"	"calpastatin measurement"	"EFO_0008065"
"carbohydrate sulfotransferase 15 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008066"	"EFO_0008066"	"carbohydrate sulfotransferase 15 measurement"	"EFO_0008066"
"carbonic anhydrase 13 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008067"	"EFO_0008067"	"carbonic anhydrase 13 measurement"	"EFO_0008067"
"carbonic anhydrase 6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008068"	"EFO_0008068"	"carbonic anhydrase 6 measurement"	"EFO_0008068"
"caspase-3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008070"	"EFO_0008070"	"caspase-3 measurement"	"EFO_0008070"
"catalase measurement"	"http://www.ebi.ac.uk/efo/EFO_0008071"	"EFO_0008071"	"catalase measurement"	"EFO_0008071"
"cathepsin B measurement"	"http://www.ebi.ac.uk/efo/EFO_0008072"	"EFO_0008072"	"cathepsin B measurement"	"EFO_0008072"
"cathepsin S measurement"	"http://www.ebi.ac.uk/efo/EFO_0008073"	"EFO_0008073"	"cathepsin S measurement"	"EFO_0008073"
"cathepsin Z measurement"	"http://www.ebi.ac.uk/efo/EFO_0008074"	"EFO_0008074"	"cathepsin Z measurement"	"EFO_0008074"
"cation-independent mannose-6-phosphate receptor measurement"	"http://www.ebi.ac.uk/efo/EFO_0008075"	"EFO_0008075"	"cation-independent mannose-6-phosphate receptor measurement"	"EFO_0008075"
"CD109 antigen measurement"	"http://www.ebi.ac.uk/efo/EFO_0008076"	"EFO_0008076"	"CD109 antigen measurement"	"EFO_0008076"
"CD209 antigen measurement"	"http://www.ebi.ac.uk/efo/EFO_0008077"	"EFO_0008077"	"CD209 antigen measurement"	"EFO_0008077"
"CD27 antigen measurement"	"http://www.ebi.ac.uk/efo/EFO_0008078"	"EFO_0008078"	"CD27 antigen measurement"	"EFO_0008078"
"cell adhesion molecule-related/down-regulated by oncogenes amount"	"http://purl.obolibrary.org/obo/OBA_2050274"	"OBA_2050274"	"cell adhesion molecule-related/down-regulated by oncogenes amount"	"OBA_2050274"
"cerebrospinal fluid amount"	"http://purl.obolibrary.org/obo/OBA_VT0000254"	"OBA_VT0000254"	"cerebrospinal fluid amount"	"OBA_VT0000254"
"cGMP-specific 3',5'-cyclic phosphodiesterase measurement"	"http://www.ebi.ac.uk/efo/EFO_0008081"	"EFO_0008081"	"cGMP-specific 3',5'-cyclic phosphodiesterase measurement"	"EFO_0008081"
"chemokine (C-C motif) ligand 27 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008082"	"EFO_0008082"	"chemokine (C-C motif) ligand 27 measurement"	"EFO_0008082"
"chemokine (C-X-C motif) ligand 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008083"	"EFO_0008083"	"chemokine (C-X-C motif) ligand 1 measurement"	"EFO_0008083"
"chitotriosidase-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008084"	"EFO_0008084"	"chitotriosidase-1 measurement"	"EFO_0008084"
"Ck-beta-8-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008085"	"EFO_0008085"	"Ck-beta-8-1 measurement"	"EFO_0008085"
"CMRF35-like molecule 6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008086"	"EFO_0008086"	"CMRF35-like molecule 6 measurement"	"EFO_0008086"
"coagulation factor V amount"	"http://purl.obolibrary.org/obo/OBA_2050268"	"OBA_2050268"	"coagulation factor V amount"	"OBA_2050268"
"collectin-11 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008088"	"EFO_0008088"	"collectin-11 measurement"	"EFO_0008088"
"complement C1q subcomponent measurement"	"http://www.ebi.ac.uk/efo/EFO_0008089"	"EFO_0008089"	"complement C1q subcomponent measurement"	"EFO_0008089"
"complement C1r subcomponent measurement"	"http://www.ebi.ac.uk/efo/EFO_0008090"	"EFO_0008090"	"complement C1r subcomponent measurement"	"EFO_0008090"
"complement C1s subcomponent measurement"	"http://www.ebi.ac.uk/efo/EFO_0008091"	"EFO_0008091"	"complement C1s subcomponent measurement"	"EFO_0008091"
"complement C4b measurement"	"http://www.ebi.ac.uk/efo/EFO_0008092"	"EFO_0008092"	"complement C4b measurement"	"EFO_0008092"
"complement component C7 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008093"	"EFO_0008093"	"complement component C7 measurement"	"EFO_0008093"
"complement component C8 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008094"	"EFO_0008094"	"complement component C8 measurement"	"EFO_0008094"
"complement decay-accelerating factor measurement"	"http://www.ebi.ac.uk/efo/EFO_0008095"	"EFO_0008095"	"complement decay-accelerating factor measurement"	"EFO_0008095"
"complement factor B measurement"	"http://www.ebi.ac.uk/efo/EFO_0008096"	"EFO_0008096"	"complement factor B measurement"	"EFO_0008096"
"complement factor H measurement"	"http://www.ebi.ac.uk/efo/EFO_0008097"	"EFO_0008097"	"complement factor H measurement"	"EFO_0008097"
"complement factor H-related protein 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008098"	"EFO_0008098"	"complement factor H-related protein 5 measurement"	"EFO_0008098"
"complement factor I measurement"	"http://www.ebi.ac.uk/efo/EFO_0008099"	"EFO_0008099"	"complement factor I measurement"	"EFO_0008099"
"contactin-2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008100"	"EFO_0008100"	"contactin-2 measurement"	"EFO_0008100"
"contactin-5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008101"	"EFO_0008101"	"contactin-5 measurement"	"EFO_0008101"
"copine-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008102"	"EFO_0008102"	"copine-1 measurement"	"EFO_0008102"
"cystatin-D measurement"	"http://www.ebi.ac.uk/efo/EFO_0008103"	"EFO_0008103"	"cystatin-D measurement"	"EFO_0008103"
"cystatin-F measurement"	"http://www.ebi.ac.uk/efo/EFO_0008104"	"EFO_0008104"	"cystatin-F measurement"	"EFO_0008104"
"cystatin-SA measurement"	"http://www.ebi.ac.uk/efo/EFO_0008105"	"EFO_0008105"	"cystatin-SA measurement"	"EFO_0008105"
"cystatin-SN measurement"	"http://www.ebi.ac.uk/efo/EFO_0008106"	"EFO_0008106"	"cystatin-SN measurement"	"EFO_0008106"
"death-associated protein kinase 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008107"	"EFO_0008107"	"death-associated protein kinase 2 measurement"	"EFO_0008107"
"dermatopontin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008108"	"EFO_0008108"	"dermatopontin measurement"	"EFO_0008108"
"Dickkopf-related protein 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008109"	"EFO_0008109"	"Dickkopf-related protein 3 measurement"	"EFO_0008109"
"Dickkopf-related protein 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008110"	"EFO_0008110"	"Dickkopf-related protein 4 measurement"	"EFO_0008110"
"diet measurement"	"http://www.ebi.ac.uk/efo/EFO_0008111"	"EFO_0008111"	"diet measurement"	"EFO_0008111"
"dual specificity mitogen-activated protein kinase kinase 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008112"	"EFO_0008112"	"dual specificity mitogen-activated protein kinase kinase 2 measurement"	"EFO_0008112"
"dual specificity mitogen-activated protein kinase kinase 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008113"	"EFO_0008113"	"dual specificity mitogen-activated protein kinase kinase 4 measurement"	"EFO_0008113"
"dynein light chain roadblock-type 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008114"	"EFO_0008114"	"dynein light chain roadblock-type 1 measurement"	"EFO_0008114"
"ectonucleoside triphosphate diphosphohydrolase 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008115"	"EFO_0008115"	"ectonucleoside triphosphate diphosphohydrolase 5 measurement"	"EFO_0008115"
"EGF-like module-containing mucin-like hormone receptor-like 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008116"	"EFO_0008116"	"EGF-like module-containing mucin-like hormone receptor-like 2 measurement"	"EFO_0008116"
"elafin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008117"	"EFO_0008117"	"elafin measurement"	"EFO_0008117"
"endoglin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008118"	"EFO_0008118"	"endoglin measurement"	"EFO_0008118"
"endoplasmic reticulum aminopeptidase 1 amount"	"http://purl.obolibrary.org/obo/OBA_2050258"	"OBA_2050258"	"endoplasmic reticulum aminopeptidase 1 amount"	"OBA_2050258"
"endothelial cell-selective adhesion molecule measurement"	"http://www.ebi.ac.uk/efo/EFO_0008120"	"EFO_0008120"	"endothelial cell-selective adhesion molecule measurement"	"EFO_0008120"
"endothelin-converting enzyme 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008121"	"EFO_0008121"	"endothelin-converting enzyme 1 measurement"	"EFO_0008121"
"eotaxin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008122"	"EFO_0008122"	"eotaxin measurement"	"EFO_0008122"
"ephrin type-B receptor 2 amount"	"http://purl.obolibrary.org/obo/OBA_2050305"	"OBA_2050305"	"ephrin type-B receptor 2 amount"	"OBA_2050305"
"estrogen receptor measurement"	"http://www.ebi.ac.uk/efo/EFO_0008125"	"EFO_0008125"	"estrogen receptor measurement"	"EFO_0008125"
"extracellular matrix protein 1 amount"	"http://purl.obolibrary.org/obo/OBA_2050232"	"OBA_2050232"	"extracellular matrix protein 1 amount"	"OBA_2050232"
"Fc receptor-like protein 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008127"	"EFO_0008127"	"Fc receptor-like protein 3 measurement"	"EFO_0008127"
"fetuin-B measurement"	"http://www.ebi.ac.uk/efo/EFO_0008128"	"EFO_0008128"	"fetuin-B measurement"	"EFO_0008128"
"fibronectin fragment 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008131"	"EFO_0008131"	"fibronectin fragment 3 measurement"	"EFO_0008131"
"fibronectin fragment 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008132"	"EFO_0008132"	"fibronectin fragment 4 measurement"	"EFO_0008132"
"fibronectin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008133"	"EFO_0008133"	"fibronectin measurement"	"EFO_0008133"
"ficolin-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008134"	"EFO_0008134"	"ficolin-1 measurement"	"EFO_0008134"
"ficolin-2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008135"	"EFO_0008135"	"ficolin-2 measurement"	"EFO_0008135"
"galactoside 34-L-fucosyltransferase measurement"	"http://www.ebi.ac.uk/efo/EFO_0008136"	"EFO_0008136"	"galactoside 34-L-fucosyltransferase measurement"	"EFO_0008136"
"galectin-3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008137"	"EFO_0008137"	"galectin-3 measurement"	"EFO_0008137"
"GDNF family receptor alpha-2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008138"	"EFO_0008138"	"GDNF family receptor alpha-2 measurement"	"EFO_0008138"
"glypican-5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008139"	"EFO_0008139"	"glypican-5 measurement"	"EFO_0008139"
"gp41 C34 peptide, HIV measurement"	"http://www.ebi.ac.uk/efo/EFO_0008140"	"EFO_0008140"	"gp41 C34 peptide, HIV measurement"	"EFO_0008140"
"granulins measurement"	"http://www.ebi.ac.uk/efo/EFO_0008141"	"EFO_0008141"	"granulins measurement"	"EFO_0008141"
"granulocyte colony-stimulating factor level"	"http://purl.obolibrary.org/obo/OBA_2045329"	"OBA_2045329"	"granulocyte colony-stimulating factor level"	"OBA_2045329"
"granulysin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008144"	"EFO_0008144"	"granulysin measurement"	"EFO_0008144"
"granzyme A measurement"	"http://www.ebi.ac.uk/efo/EFO_0008145"	"EFO_0008145"	"granzyme A measurement"	"EFO_0008145"
"growth-regulated alpha protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0008146"	"EFO_0008146"	"growth-regulated alpha protein measurement"	"EFO_0008146"
"hemojuvelin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008148"	"EFO_0008148"	"hemojuvelin measurement"	"EFO_0008148"
"hemopexin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008149"	"EFO_0008149"	"hemopexin measurement"	"EFO_0008149"
"heparin cofactor 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008150"	"EFO_0008150"	"heparin cofactor 2 measurement"	"EFO_0008150"
"hepatitis A virus cellular receptor 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008151"	"EFO_0008151"	"hepatitis A virus cellular receptor 2 measurement"	"EFO_0008151"
"hepatocyte growth factor activator amount"	"http://purl.obolibrary.org/obo/OBA_2050144"	"OBA_2050144"	"hepatocyte growth factor activator amount"	"OBA_2050144"
"hepatocyte growth factor receptor amount"	"http://purl.obolibrary.org/obo/OBA_2050160"	"OBA_2050160"	"hepatocyte growth factor receptor amount"	"OBA_2050160"
"hepatocyte growth factor-like protein amount"	"http://purl.obolibrary.org/obo/OBA_2050170"	"OBA_2050170"	"hepatocyte growth factor-like protein amount"	"OBA_2050170"
"histidine-rich glycoprotein measurement"	"http://www.ebi.ac.uk/efo/EFO_0008155"	"EFO_0008155"	"histidine-rich glycoprotein measurement"	"EFO_0008155"
"human Chorionic Gonadotropin measurement"	"http://www.ebi.ac.uk/efo/EFO_0008156"	"EFO_0008156"	"human Chorionic Gonadotropin measurement"	"EFO_0008156"
"inorganic pyrophosphatase measurement"	"http://www.ebi.ac.uk/efo/EFO_0008157"	"EFO_0008157"	"inorganic pyrophosphatase measurement"	"EFO_0008157"
"inosine-5'-monophosphate dehydrogenase 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008158"	"EFO_0008158"	"inosine-5'-monophosphate dehydrogenase 1 measurement"	"EFO_0008158"
"inosine-5'-monophosphate dehydrogenase 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008159"	"EFO_0008159"	"inosine-5'-monophosphate dehydrogenase 2 measurement"	"EFO_0008159"
"insulin receptor measurement"	"http://www.ebi.ac.uk/efo/EFO_0008160"	"EFO_0008160"	"insulin receptor measurement"	"EFO_0008160"
"insulin-like growth factor-binding protein 7 amount"	"http://purl.obolibrary.org/obo/OBA_2050142"	"OBA_2050142"	"insulin-like growth factor-binding protein 7 amount"	"OBA_2050142"
"integrin alpha-I: beta-1 complex measurement"	"http://www.ebi.ac.uk/efo/EFO_0008162"	"EFO_0008162"	"integrin alpha-I: beta-1 complex measurement"	"EFO_0008162"
"intercellular adhesion molecule 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008163"	"EFO_0008163"	"intercellular adhesion molecule 2 measurement"	"EFO_0008163"
"intercellular adhesion molecule 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0008164"	"EFO_0008164"	"intercellular adhesion molecule 5 measurement"	"EFO_0008164"
"interferon gamma measurement"	"http://www.ebi.ac.uk/efo/EFO_0008165"	"EFO_0008165"	"interferon gamma measurement"	"EFO_0008165"
"interleukin 1 Receptor accessory protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0008167"	"EFO_0008167"	"interleukin 1 Receptor accessory protein measurement"	"EFO_0008167"
